GTIN,DESCRIPTION,DEPARTMENT,COMMODITY,ITEM_SUBMISSION_DATE
03616302909476,SH HAN COL N/P TBC GARNET ATTENT 460 IV,Beauty,Makeup,2024-01-10 06:45:00.000
03616303242060,SH G.K.P N/P 10ML POWRM MYSTIC TOPAZ IV,Beauty,Makeup,2023-12-13 16:48:00.000
03616302977901,SH COL THER N/P 0.5FLOZ+14.7ML SHADE2 IV,Beauty,Makeup,2023-12-13 12:14:00.000
00077975095140,"Snyder's of Hanover Pretzel Pieces, Cheddar Cheese, 11.25 Oz",Pantry,Snacks,2023-12-21 13:34:00.000
00043000090305,"Kool-Aid Cherry Zero Sugar Artificially Flavored Drink Mix, 6 ct On-the-Go-Packets, 8 per Case",Beverages,Drink Mixes & Beverage Enhancers,2024-01-06 07:36:00.000
00073010716698,Tampax PEARL Tampons Junior/Lites,Personal Care,Feminine Care,2024-01-18 06:19:00.000
00040000580317,M&M'S Peanut Milk Chocolate Red White & Blue Summer Candy Sharing Size,Pantry,Snacks,2024-01-17 09:12:00.000
20851669008920,The Honey Pot Organic BPA Free Multi Pack Tampons,Personal Care,Feminine Care,2023-12-21 12:22:00.000
20851669008920,The Honey Pot Organic BPA Free Multi Pack Tampons,Personal Care,Feminine Care,2023-12-21 12:22:00.000
40030772033508,Always ULTRA Pads Overnight Wing,Personal Care,Feminine Care,2023-12-13 08:34:00.000
03616302979998,CG SA MSCR 12ML /0.4FLOZ BLCK WTR 120 IV,Beauty,Makeup,2024-01-08 11:01:00.000
00041226958607,HD 19oz Tree Farm Magic,Cleaning and Household,Air Fresheners,2023-12-08 10:53:00.000
00180362000631,Spicy BBQ Sweet Heat Seasoning,Pantry,Spices & Seasonings,2024-01-03 08:35:00.000
00888777148763,HD 10 IN WOOD CANDLE HOLDER-L,Home Décor,Candles & Home Fragrances,2023-12-28 21:57:00.000
00888777056778,HD 6IN GRASS GREENERY,Home Décor,Decorative Accents,2023-12-15 00:29:00.000
00022400010182,TRESemmé Styling Aid One Step CR 5N1 SLK 5 FO,Personal Care,Hair Care,2023-12-21 06:16:00.000
00732913451784,Seventh Generation Automatic Dishwasher Lemon 20 CT,Cleaning and Household,Dishwashing Needs,2024-01-19 06:07:00.000
00725342132249,Muir Glen Organic Italian Herb Pasta Sauce,Pantry,Pasta & Pasta Sauces,2024-01-18 10:33:00.000
00725342132270,Muir Glen Organic Garden Vegetable Pasta Sauce,Pantry,Pasta & Pasta Sauces,2024-01-18 10:33:00.000
00033844013059,TUSCAN SUN - ANDREW ZIMMERN,Pantry,Spices & Seasonings,2024-01-17 13:59:00.000
00074108454300,INFINITIPRO BY CONAIR 1.25-inch Curling Iron w/Clip,Beauty,Hair Care,2023-12-06 14:23:00.000
00015300200982,Rice A Roni Rice Pasta Cheddar Broccoli Flavor 2.11 Oz 4 Count,Pantry,"Grains, Beans & Rice",2024-01-09 17:34:00.000
00840179286214,15 oz Buddy Bottle Boy,Kitchen & Dining,Thermal & Water Bottles,2023-12-13 16:24:00.000
00888777054576,HH 7” Painted Polka Dot Lined Willow Bskt - Blue,Candy,Seasonal,2023-12-29 14:45:00.000
00888777072952,HH 9” Painted Polka Dot Lined Willow Bskt - Pink,Candy,Seasonal,2023-12-29 15:02:00.000
00888777064841,HH 7” Pearlized Bamboo Basket - Purple,Candy,Seasonal,2023-12-29 12:06:00.000
00041554082869,"Maybelline Super Stay Matte Ink Moodmakers Collection Liquid Lipcolor, De-Stresser, 0.17 fl oz",Beauty,Makeup,2023-12-28 13:40:00.000
00018000137824,Pillsbury Cinnamon Toast Crunch Mini Soft Baked Cookies 10 Count,Pantry,Cookies,2024-01-19 14:33:00.000
00840222309556,Moira Hologlam  Glitter Gel (No Promises),Beauty,Makeup,2023-12-12 09:10:00.000
00611269001945,Red Bull Summer Edition Curuba Elderflower 8.4oz/250 mL Single,Beverages,Energy Drinks,2024-01-17 16:54:00.000
00079200082048,Nerds Halloween Gummy Clusters 30 Count 15 Ounce Variety Pouches in Box,Candy,Seasonal,2024-01-08 13:18:00.000
00850758003330,Annie's Fruit Friends Organic Apple Fruit Sauce 10-pack,Pantry,Snacks,2023-12-06 08:59:00.000
00850758003330,Annie's Fruit Friends Organic Apple Fruit Sauce 10-pack,Pantry,Snacks,2023-12-06 08:59:00.000
00090159823513,RC 1:24 A-M Red Bull Racing RB15 2019 Verstappen,Floral,Seasonal,2023-12-22 15:33:00.000
00192833293428,JAR-YCS PLR MED PRSIAN HOLI BRNCH,Home Décor,Candles & Home Fragrances,2023-12-12 17:00:00.000
00192833293428,JAR-YCS PLR MED PRSIAN HOLI BRNCH,Home Décor,Candles & Home Fragrances,2023-12-12 17:00:00.000
00810066498419,XL French Planter,Home Décor,Decorative Accents,2023-12-14 16:37:00.000
00027800067675,KB-FUDGE STRIPES BIRTHDAY CAKE 9.7OZ.,Pantry,Cookies,2023-12-12 09:28:00.000
00016571959265,"Sparkling Ice Starburst Cherry, with Antioxidants and Vitamins, Zero Sugar, 17 Ounce Bottle",Beverages," Sparkling Water & Seltzer Water",2023-12-26 14:44:00.000
00041508955614,SanPellegrino Aranciata Rossa can 6x330ml,Beverages," Sparkling Water & Seltzer Water",2023-12-07 16:28:00.000
00068060631701,Command™ Hang and Decorating Kit,Home Décor,Wall Décor,2024-01-04 08:46:00.000
00836616003575,Thompson's Candle Co. 12oz Mason Jar Candle - Butter Rum,Cleaning and Household,Air Fresheners,2024-01-18 10:03:00.000
00048001016415,Best Foods Spread & Dressing Herb Garlic 11.5 FO,Pantry,Condiments & Salad Dressings,2023-12-21 06:15:00.000
00652729710823,"Hamburger Helper Pasta Beef with Rich Beef Flavor, 5.9 Ounces Box.",Pantry,Packaged Meals & Sides,2023-12-15 08:21:00.000
00652729710823,"Hamburger Helper Pasta Beef with Rich Beef Flavor, 5.9 Ounces Box.",Pantry,Packaged Meals & Sides,2023-12-15 08:21:00.000
00810049791629,"Da Bomb Barbie Pink Swirl Full Size Bath Bomb, 7oz.",Personal Care,Bath & Body,2024-01-15 08:11:00.000
00810049791629,"Da Bomb Barbie Pink Swirl Full Size Bath Bomb, 7oz.",Beauty,Bath & Body,2024-01-15 08:11:00.000
00854080006137,SHAKA TEA PINEAPPLE MINT CAN 12OZ,Beverages,Tea & Kombucha,2024-01-23 10:34:00.000
00854080006137,SHAKA TEA PINEAPPLE MINT CAN 12OZ,Beverages,Tea & Kombucha,2024-01-23 10:34:00.000
00017000350851,Dial Foaming Hand Wash AB Spring Water Refill 4/30 floz US,Personal Care,Hand Soap & Sanitizer,2023-12-20 15:56:00.000
00017000350851,Dial Foaming Hand Wash AB Spring Water Refill 4/30 floz US,Personal Care,Hand Soap & Sanitizer,2023-12-20 15:56:00.000
00041420080906,Black Forest Gummy Bears 22 Ounce Stand Up Bag,Candy,Gummy & Chewy,2024-01-19 15:19:00.000
00850050515005,"Fruit Riot Sour Candy Grapes 8oz. Real fruit, unreal flavor.",Candy,Gummy & Chewy,2023-12-27 08:52:00.000
00048552690089,"Smart Planet Set of 4 6"" Navy Bamboo Fiber Cereal Bowls",Kitchen & Dining,Tableware,2024-01-12 12:00:00.000
00847280087792,BlenderBottle 25oz Strada Sleek SS Lavender,Kitchen & Dining,Thermal & Water Bottles,2024-01-03 19:40:00.000
00012000230615,Bubly Burst Sparkling Water Beverage Peach Mango 16.9 Fl Oz,Beverages," Sparkling Water & Seltzer Water",2023-12-08 14:33:00.000
00016000211551,Betty Crocker Batchables Fudge Brownie Mix,Pantry,Baking & Cooking,2023-12-07 14:42:00.000
00098111513625,B&B 18IN PRESSED FLOWERS SATIN LUX STANDARD BALLOON EA,Floral,Balloons,2024-01-08 06:15:00.000
00030772112526,"Crest 3D White Brilliance Vibrant Peppermint Teeth Whitening Toothpaste, 4.6 oz, Anticavity Fluoride Toothpaste, 100% More Surface Stain Removal, 24 Hour Active Stain Prevention",Personal Care,Oral Care,2024-01-23 10:23:00.000
00079400509062,Dove Deodorant Stick Vitamin Care Coconut & Shea 2.6 OZ,Personal Care,Deodorants/Antiperspirant,2024-01-08 07:43:00.000
00041554086614,"Maybelline Instant Age Rewind Instant Age Rewind Eraser Foundation, 355, 0.68 fl oz",Beauty,Sun & Tanning,2024-01-09 10:17:00.000
00071249680636,"L'Oreal Paris Sulfate Free Restoring Conditioner with Antioxidants, EverPure 6.8 fl oz",Beauty,Hair Care,2024-01-19 10:54:00.000
00041554086669,"Maybelline Instant Age Rewind Instant Age Rewind Eraser Foundation, 210, 0.68 fl oz",Beauty,Sun & Tanning,2023-12-19 10:18:00.000
00041554086669,"Maybelline Instant Age Rewind Instant Age Rewind Eraser Foundation, 210, 0.68 fl oz",Personal Care,Sun & Tanning,2023-12-19 10:18:00.000
00041554086669,"Maybelline Instant Age Rewind Instant Age Rewind Eraser Foundation, 210, 0.68 fl oz",Beauty,Makeup,2023-12-19 10:18:00.000
00810113831305,"BODYARMOR Zero Sugar Lemon Lime Bottle, 16 fl oz",Beverages,Sports Drinks,2023-12-21 13:09:00.000
00022224211987,Wiley Wallaby Lemonade - 7.05oz Bag,Candy,Gummy & Chewy,2023-12-19 07:12:00.000
00800897249205,"NYX Professional Makeup Concealers PRO FIX STICK PINK, 0.05 oz",Beauty,Makeup,2024-01-17 14:53:00.000
00605592008313,Nexxus Hair Spray Volume Medium Hold 283 GR,Beauty,Hair Care,2023-12-27 08:31:00.000
00889392001211,"CELSIUS Sparkling Cosmic Vibe, Functional Essential Energy Drink 12 Fl Oz (Pack of 12)",Beverages,Energy Drinks,2023-12-18 09:10:00.000
00041554088212,"Maybelline Color Tattoo Longwear Multi-Use Eye Shadow Stix, I am Rebellious, 0.05 oz",Beauty,Makeup,2023-12-28 13:58:00.000
00371782002484,DUKE CANNON NEWS ANCHOR TEA TREE 2IN1 HAIR WASH,Personal Care,Hair Care,2024-01-11 12:47:00.000
00371782002484,DUKE CANNON NEWS ANCHOR TEA TREE 2IN1 HAIR WASH,Personal Care,Hair Care,2024-01-11 12:47:00.000
00371782002484,DUKE CANNON NEWS ANCHOR TEA TREE 2IN1 HAIR WASH,Personal Care,Hair Care,2024-01-11 12:47:00.000
00371782002484,DUKE CANNON NEWS ANCHOR TEA TREE 2IN1 HAIR WASH,Personal Care,Hair Care,2024-01-11 12:47:00.000
00011110629074,BFR MNI HEART SGR CK VLNT,Pantry,Cookies,2023-12-11 12:23:00.000
00850021373658,Cirkul FitSip Island Punch Flavor Cartridge 1-pack,Beverages,Drink Mixes & Beverage Enhancers,2024-01-17 13:16:00.000
00810076677330,Pura Device (Pura)  V4,Home Décor,Candles & Home Fragrances,2024-01-15 12:05:00.000
00810076677330,Pura Device (Pura)  V4,Cleaning and Household,Air Fresheners,2024-01-15 12:05:00.000
00850041914268,RYSE Fuel Zero Sugar Country Time Lemonade Energy Drink Can,Beverages,Energy Drinks,2024-01-16 10:24:00.000
00011110126788,"KROGER Tomato Sauce, 15oz Can - 4pk",Pantry,Canned Foods,2023-12-07 11:30:00.000
00192937448755,BN It's Your Day Grad,Cleaning and Household,Paper Products,2024-01-18 12:13:00.000
00070970475375,MIKE AND IKE® 4.25OZ MEGA MIX SOUR BOX,Candy,Gummy & Chewy,2023-12-08 09:19:00.000
00070970475375,MIKE AND IKE® 4.25OZ MEGA MIX SOUR BOX,Candy,Gummy & Chewy,2023-12-08 09:19:00.000
00810015720783,Roar Organic Strawberry Lemonade EACH,Beverages,Juice,2023-12-14 10:33:00.000
00041554083705,"Maybelline Express Brow Ultra Slim Pencil Eyebrow Makeup, Precision Tip, Taupe, 0.003 oz",Beauty,Makeup,2023-12-12 10:29:00.000
00738215543004,Cottontail Apron,Kitchen & Dining,Kitchen & Table Linens,2023-12-29 17:14:00.000
00738215543004,Cottontail Apron,Kitchen & Dining,Kitchen Linens,2023-12-29 17:14:00.000
00041554081169,"Maybelline The Falsies Surreal Extensions Washable Mascara, Brownish Black, 0.33 fl oz",Beauty,Makeup,2023-12-12 10:17:00.000
00052603287050,"Pacific Foods Organic Free Range Chicken Broth, 48 oz Carton",Pantry,Canned Foods,2023-12-09 21:57:00.000
00011110128225,KRO FAC CUBE 4 PK,Cleaning and Household,Paper Products,2024-01-12 12:54:00.000
00095188012655,Tampico 10Z 15Pk Citrus Punch,Beverages,Juice,2024-01-20 20:14:00.000
10888777030850,HD BLK.WHT WOOD TRAY ASST,Home Décor,Decorative Accents,2023-12-20 09:32:00.000
00755157003144,LA GUADALUPANA MILD PORK TAMALES 14 OZ,Pantry,International,2024-01-09 10:14:00.000
00017400224424,"Minute Ready to Serve Spanish Rice, 2-4.4 oz  Cups",Pantry,"Grains, Beans & Rice",2024-01-03 13:29:00.000
00013562124275,Annie's Organic Birthday Cake Graham Sandwiches,Pantry,Cookies,2024-01-10 10:38:00.000
00812154035315,Sea Salt & Cedar 2-in-1 Shampoo & Conditioner (16.5 oz),Beauty,Hair Care,2023-12-18 11:34:00.000
00051000286413,"Prego Alfredo Sauce with Roasted Garlic, 22 oz Jar",Pantry,Pasta & Pasta Sauces,2024-01-16 12:36:00.000
00816374020113,7 DAYS Bagel Chips Garlic 12/3.17oz,Pantry,Snacks,2024-01-13 20:51:00.000
00856007005988,Super Leon Burrito Sandia,Pantry,International,2024-01-05 14:09:00.000
00070227600703,STREITS MANDEL ALMOND,Pantry,International,2024-01-08 12:54:00.000
20073010716524,L. ORGANIC COTTON Tampons Regular+Super,Personal Care,Feminine Care,2024-01-08 06:31:00.000
20073010716524,L. ORGANIC COTTON Tampons Regular+Super,Personal Care,Feminine Care,2024-01-08 06:31:00.000
00810075550283,Gochujang- Korean Chili Sauce,Pantry,Condiments & Salad Dressings,2024-01-19 14:17:00.000
00888777023459,HD 6IN VERIGATED GREENERY,Home Décor,Decorative Accents,2023-12-15 00:12:00.000
00888777147681,HD 5.5in Iron Sphere Décor Black,Home Décor,"Sculptures, Globes, & Figurines",2023-12-28 21:47:00.000
00075486132309,US HT TROP LIPBALM SPF30 0.14oz 10/CS,Beauty,Sun & Tanning,2023-12-20 11:03:00.000
00075486132309,US HT TROP LIPBALM SPF30 0.14oz 10/CS,Personal Care,Sun & Tanning,2023-12-20 11:03:00.000
10072368109609,4 VARIETY PIZZA SEASONING SPICE SHAKER,Pantry,Spices & Seasonings,2023-12-28 19:27:00.000
00025500304397,FOLGERS 22.6 OUNCE BLACK SILK,Beverages,Coffee,2023-12-14 14:24:00.000
00030400222726,"SPARKLE® TEAR-A-SQUARE® PAPER TOWELS, 2 DOUBLE  ROLLS",Cleaning and Household,Paper Products,2024-01-09 15:11:00.000
00046500037016,Gld PISO Citrus 5Rf 3.35FO/5 US,Cleaning and Household,Air Fresheners,2023-12-27 14:15:00.000
00046500037016,Gld PISO Citrus 5Rf 3.35FO/5 US,Home Décor,Candles & Home Fragrances,2023-12-27 14:15:00.000
00833110000062,Violet Crumble Nuggets Bag,Candy,Chocolate,2023-12-07 10:39:00.000
00833110000062,Violet Crumble Nuggets Bag,Candy,Chocolate,2023-12-07 10:39:00.000
00889392000955,"CELSIUS Sparkling Vibe Variety Pack, Functional Essential Energy Drink 12 Fl Oz (Pack of 12)",Beverages,Energy Drinks,2024-01-16 14:09:00.000
00847280075669,OWALA 24OZ FREESIP SS Retro Boardwalk,Kitchen & Dining,Thermal & Water Bottles,2024-01-17 13:00:00.000
00847280075669,OWALA 24OZ FREESIP SS Retro Boardwalk,Kitchen & Dining,Thermal & Water Bottles,2024-01-17 13:00:00.000
00086569404992,"DEVON SHEER PANEL 50""X84""",Home Décor,Curtains,2023-12-12 19:11:00.000
00840093500915,ParmCrisps Four Cheese 5oz,Pantry,Snacks,2024-01-12 12:59:00.000
10030772033507,Always ULTRA Pads Overnight Wing,Personal Care,Feminine Care,2023-12-13 08:34:00.000
00072140027568,SUN SCREEN LOTION SPF50,Personal Care,Minis & Travel Size,2024-01-22 09:17:00.000
00072140027568,SUN SCREEN LOTION SPF50,Personal Care,Sun & Tanning,2024-01-22 09:17:00.000
00072140027568,SUN SCREEN LOTION SPF50,Beauty,Sun & Tanning,2024-01-22 09:17:00.000
00077975095072,"Snyder's of Hanover, Nacho Cheese Twisted Pretzel Sticks, 12-Oz. Bag",Pantry,Snacks,2024-01-19 06:44:00.000
00850023381323,Pop Daddy Beer Cheese Pretzels,Pantry,Snacks,2023-12-20 07:59:00.000
00099900723379,CRUNCH Minis Chocolate & Crisp Rice Stand up bag 9.8oz,Candy,Chocolate,2024-01-09 10:02:00.000
00099900723379,CRUNCH Minis Chocolate & Crisp Rice Stand up bag 9.8oz,Candy,Chocolate,2024-01-09 10:02:00.000
00084114902603,"Kettle Brand Potato Chips, Krinkle Cut, Truffle Oil and Sea Salt Kettle Chips, Party Size, 13 Oz",Pantry,Snacks,2024-01-19 06:37:00.000
00840797129283,Moisture Rich Curl Conditioner,Personal Care,Hair Care,2024-01-19 07:01:00.000
00840797129283,Moisture Rich Curl Conditioner,Beauty,Hair Care,2024-01-19 07:01:00.000
00047500019835,Bridgford Sweet Baby Rays Honey BBQ Beef Jerky 2.85 OZ,Pantry,Snacks,2023-12-14 13:17:00.000
00086800103554,"Neutrogena Ultra Sheer Moisturizing Serum, Vitamin E, SPF 60+, 1.7 oz",Personal Care,Sun & Tanning,2024-01-21 13:16:00.000
00086800103554,"Neutrogena Ultra Sheer Moisturizing Serum, Vitamin E, SPF 60+, 1.7 oz",Beauty,Sun & Tanning,2024-01-21 13:16:00.000
00895697002549,Raw Sugar Body Wash Watermelon  Fresh Mint,Beauty,Bath & Body,2024-01-22 17:10:00.000
00037000857006,"9 Elements Liquid Purifying Softener, Lemon Scent, 44 oz",Cleaning and Household,LAUNDRY,2023-12-06 14:32:00.000
00047400671799,Gillette Venus Comfortglide plus Olay Coconut Women's Razor Handle + 2 Blade Refills,Personal Care,Shaving & Hair Removal,2023-12-07 09:04:00.000
00017000313801,Dial Foaming Hand Wash AB Fragrance Free 7.5floz US,Personal Care,Hand Soap & Sanitizer,2023-12-01 08:53:00.000
00052000047066,Gatorade Zero Zero Sugar Thirst Quencher Cool Blue 20 Fl Oz 8 Count,Beverages,Sports Drinks,2024-01-09 19:12:00.000
00605021299183,Dash Everything But the Salt Seasoning 2.5 ounce Bottle,Pantry,Spices & Seasonings,2024-01-17 10:04:00.000
00050000650934,COFFEE MATE NATURAL BLISS Brown Sugar Oat Milk Liquid Creamer 32 fl. oz. Bottle,Beverages,Coffee,2023-12-29 02:58:00.000
00041226248784,HD 19oz Cndl Jar Fireside Fir,Home Décor,Candles & Home Fragrances,2023-12-08 10:29:00.000
00074170471946,SH CTH MAUVE/ON DECK/EIFFEL LOVE 21IV,Beauty,Makeup,2024-01-15 11:04:00.000
00851669008520,The Honey Pot Organic Tampons Super,Personal Care,Feminine Care,2023-12-01 10:17:00.000
00851669008520,The Honey Pot Organic Tampons Super,Personal Care,Feminine Care,2023-12-01 10:17:00.000
00041226021479,Modavari Faye Beige Gold Machine Made5x8 Area Rug,Home Décor,Rugs,2024-01-05 11:43:00.000
00768702469005,"TENA Intimates Moderate Absorbency Incontinence Pad, 60ct",Personal Care,Incontinence,2023-12-21 12:01:00.000
00814854012535,The Elf on the Shelf - Boy Light,Floral,Christmas,2024-01-12 08:11:00.000
10051000274776,"Campbell's Chunky Soup, Smoked Turkey with White and Wild Rice Soup, 18.6 Oz Can (Case of 12)",Pantry,Canned Foods,2023-12-03 17:31:00.000
00081014111852,Seattle Chocolates Love Window Box - 4oz,Candy,Seasonal,2023-12-18 08:19:00.000
10039153010038,Colavita Premium Selection Extra Virgin Olive Oil 17 Fluid Ounce 6,Pantry,Baking & Cooking,2024-01-11 13:37:00.000
00644124696444,Tuscany Scented Jar Candle - Pineapple Ginger,Home Décor,Candles & Home Fragrances,2023-12-15 10:31:00.000
00052603277655,"Pacific Foods Organic Cream of Mushroom Soup, 10.5 oz Can",Pantry,Canned Foods,2024-01-16 12:48:00.000
00069055128923,"Oral-B iO Ultimate Clean Replacement Brush Heads, Black, 2 count",Personal Care,Oral Care,2023-12-19 10:03:00.000
10076001302389,CL EDES 18oz CHASING BUTTERFL,Home Décor,Candles & Home Fragrances,2024-01-19 20:46:00.000
00014100051565,"Goldfish Special Edition Disney Mickey and Minnie Mouse Cheddar Crackers, Snack Crackers, 6.6 oz bag",Pantry,Snacks,2024-01-09 16:10:00.000
20192833164548,HD 19oz Cndl Jar Frosted Cinnamon,Home Décor,Candles & Home Fragrances,2023-12-08 10:31:00.000
00075486091927,US HT SILKHYD WGHTLES CS SPF50 6oz,Personal Care,Sun & Tanning,2023-12-20 10:10:00.000
00075486091927,US HT SILKHYD WGHTLES CS SPF50 6oz,Beauty,Sun & Tanning,2023-12-20 10:10:00.000
00077028870366,TONELLI BALSAMIC VINAIGRETTE SALAD DRESSING,Pantry,Condiments & Salad Dressings,2024-01-12 09:00:00.000
00072878870382,"Herdez ® Chipotle Salsa Cremosa, 15.3 oz.",Pantry,Condiments & Salad Dressings,2023-12-19 06:04:00.000
00072878870382,"Herdez ® Chipotle Salsa Cremosa, 15.3 oz.",Pantry,International,2023-12-19 06:04:00.000
10019800001176,Drano Max Gel Clog Rmvr 32floz/12 US,Cleaning and Household,Cleaning Supplies,2024-01-16 11:15:00.000
00011110049865,Simple Truth Organic® Seedless Raisins 6-Count/1 oz Cartons,Pantry,Snacks,2023-12-29 09:16:00.000
00036000515886,U BY KOTEX SUPRPREM MULTI ABS TAMPON CLICK COMPACT 30,Personal Care,Feminine Care,2023-12-12 16:16:00.000
00079656044836,BB UM PROT DRY OIL CS SPF 15 6OZ,Beauty,Sun & Tanning,2023-12-20 15:30:00.000
00079656044836,BB UM PROT DRY OIL CS SPF 15 6OZ,Personal Care,Sun & Tanning,2023-12-20 15:30:00.000
00852455005532,Baskin Robbins Cotton Candy Ice Cream 14oz,Frozen Foods,Ice Cream,2023-12-05 07:27:00.000
00070640019298,Blue Bunny Neapolitan Frozen Dessert Sandwich,Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00052000054996,"Gatorade Gatorlyte Electrolyte Beverage, Glacier Freeze, 20 Fl Oz",Beverages,Sports Drinks,2023-12-14 09:54:00.000
00609332819597,e.l.f. Squeeze Me Lip Balm Strawberry,Beauty,Makeup,2024-01-18 10:22:00.000
00071249684832,"L'Oreal Paris True Match Radiant Serum Concealer with Hyaluronic Acid, Caffeine, N8, 0.33 oz",Beauty,Face Care,2023-12-01 00:03:00.000
00070881431118,Renuzit Adjustable Raspberry 12/7oz/198g,Cleaning and Household,Air Fresheners,2023-12-28 14:26:00.000
00875208001759,Gourmet Garden Garlic & Herb Stir-In Paste 4 oz.,Pantry,Spices & Seasonings,2024-01-22 15:14:00.000
00860007570261,FLY BY JING - SICHUAN XTRA SPICY CHILI CRISP,Pantry,International,2024-01-19 14:24:00.000
00858180007292,"Hoppy Planet Foods, S'mores Acheta Protein Cookie",Pantry,Cookies,2023-12-20 14:25:00.000
00011110126801,"Kroger Diced Tomatoes, 14.5oz Can - 4pk",Pantry,Canned Foods,2023-12-11 15:17:00.000
00888777006452,Ribbed Pitcher Pitcher,Kitchen & Dining,Serveware,2023-12-18 12:06:00.000
00888777006452,Ribbed Pitcher Pitcher,Kitchen & Dining,Glassware & Drinkware,2023-12-18 12:06:00.000
00196557093814,2 Pack Wine Glass Blue,Kitchen & Dining,Glassware & Drinkware,2023-12-13 16:29:00.000
